	IDRegent	IDBron	deel en paginanummer
1405	869	2	184.
1406	870	2	184.
1407	871	2	185.
1408	871	5	374.
1409	872	2	185.
1410	872	9	94.
1411	872	12	X, 742.
1412	873	2	188.
1413	873	4	IX, 133.
1414	873	12	II, 1125.
1415	874	2	188.
1416	875	2	189.
1417	875	12	VIII, 1261.
1418	876	2	190.
1419	876	5	566.
1420	877	2	191.
1421	877	12	II, 1161.
1422	877	15	19.
1423	878	2	191.
1424	879	2	192.
1425	880	2	192.
1426	881	2	193.
1427	881	4	X, 62.
1428	881	5	105.
1429	882	2	194.
1430	883	2	196.
1431	885	2	198.
1432	886	9	146.
1433	886	12	IX, 860.
1434	887	2	199.
1435	887	12	V, 597.
1436	888	2	200
1437	889	2	200.
1438	890	2	201.
1439	890	5	568.
1440	891	2	202.
1441	891	5	305.
1442	892	2	203.
1443	892	12	III, 1118.
1444	893	2	203.
1445	893	8	44 (1951) 19.
1446	893	9	146.
1447	893	12	IX, 931.
1448	894	2	204.
1449	894	8	44 (1951) 61.
1450	894	12	IX, 943.
1451	895	2	205.
1452	896	2	206.
1453	896	5	216.
1454	897	2	207.
1455	898	2	207.
1456	899	2	207.
1457	900	2	208.
1458	900	7	24 (1938) 249.
1459	901	2	209.
1460	902	2	210.
1461	903	2	210.
1462	904	2	211.
1463	904	4	X, 177.
1464	904	8	44 (1951) 190.
1465	904	9	147.
1466	905	2	211.
1467	906	2	212.
1468	906	5	92.
1469	906	8	44 (1951) 249.
1470	907	2	213.
1471	907	8	44 (1951) 273.
1472	908	2	213.
1473	908	4	X, 204.
1474	908	5	218.
1475	908	12	IX, 1031.
1476	908	15	20.
1477	909	2	214.
1478	909	8	44 (1951) 289.
1479	910	2	215.
1480	911	2	216.
1481	912	8	44 (1951) 319.
1482	912	9	147.
1483	913	2	218.
1484	914	2	220.
1485	915	2	221.
1486	915	4	X, 273.
1487	915	8	44 (1951) 466.
1488	915	9	90.
1489	916	2	222.
1490	916	8	44 (1951) 474.
1491	917	2	223.
1492	918	2	223.
1493	919	2	224.
1494	919	4	X, 305.
1495	920	2	224.
1496	920	19	103.
1497	921	2	225.
1498	922	2	227.
1499	922	8	45 (1952) 111.
1500	922	12	X, 1083.
1501	922	15	20.
1502	922	26	361.
1503	923	2	229.
1504	923	12	IX, 1097.
1505	924	2	230.
1506	925	2	230.
1507	926	2	231.
1508	927	2	231.
1509	928	2	232.
1510	929	2	232.
1511	929	5	312.
1512	930	2	233.
1513	930	8	45 (1952) 420.
1514	930	9	140.
1515	931	2	233.
1516	931	8	45 (1952) 435.
1517	931	9	148.
1518	931	12	X, 1059.
1519	932	2	234.
1520	932	5	114.
1521	932	8	45 (1952) 438.
1522	932	12	X, 1056.
1523	933	2	236.
1524	933	8	45 (1952) 517.
1525	933	9	98.
1526	934	2	237.
1527	934	12	IV, 1361.
1528	935	2	237.
1529	936	2	238.
1530	937	2	239.
1531	937	4	XI, 36.
1532	938	2	239.
1533	938	5	690.
1534	939	2	240.
1535	939	12	IX, 1188.
1536	940	2	243.
1537	940	12	VII, 1257.
1538	941	2	243.
1539	942	2	245.
1540	943	2	245.
1541	943	5	584.
1542	944	2	247.
1543	944	7	53 (1967) 334.
1544	944	12	IV, 1409.
1545	945	2	248.
1546	946	2	248.
1547	946	7	47 (1968) 357.
1548	947	2	253.
1549	948	2	254.
1550	948	9	149.
1551	948	12	X, 1157.
1552	949	2	254.
1553	949	19	81.
1554	950	2	255.
1555	950	12	X, 1164.
1556	951	2	256.
1557	952	2	258.
1558	952	12	IX, 1283.
1559	953	2	258.
1560	953	5	699.
1561	954	2	259.
1562	955	2	259.
1563	955	5	317.
1564	955	8	46 (1953) 483.
1565	956	2	260.
1566	956	8	46 (1953) 521.
1567	956	9	149.
1568	957	2	261.
1569	957	5	235.
1570	957	12	IX, 1312.
1571	958	2	262.
1572	960	2	263.
1573	960	4	XII, 20.
1574	960	12	IX, 1317.
1575	961	2	263.
1576	961	5	474.
1577	961	8	46 (1953) 553.
1578	961	19	243.
1579	962	5	651.
1580	962	15	16.
1581	964	15	16.
1582	965	5	197.
1583	965	15	17.
1584	966	8	87 (1998) 244.
1585	966	12	III, 763.
1586	966	15	18.
1587	967	7	59 (1973) 143.
1588	967	15	18.
1589	968	15	20.
1590	969	5	228.
1591	969	15	21.
1592	970	4	I, 87.
1593	970	15	22.
1594	970	17	429.
1595	971	15	22.
1596	972	15	22.
1597	973	8	45 (1952) 225.
1598	975	5	104.
1599	977	5	112.
1600	978	17	377.
1601	979	16	290.
1602	980	9	137.
1603	980	16	263.
1604	981	16	270.
1605	983	7	8 (1917) 336.
1606	983	16	289.
1607	984	16	265.
1608	985	8	85 (1995) 541.
1609	990	4	XI, 73.
1610	996	5	656.
1611	997	4	III, 97.
1612	997	12	IV, 412.
1613	1000	16	285.
1614	1001	7	31 (1945) 112.
1615	1004	5	88.
1616	1005	16	289.
1617	1008	7	46 (1960) 148.
1618	1012	16	289.
1619	1014	16	267.
1620	1018	4	III, 12.
1621	1018	12	VII, 269.
1622	1020	12	VI, 25.
1623	1020	16	283.
1624	1020	19	150.
1625	1021	16	284.
1626	1024	5	75.
1627	1025	5	79.
1628	1026	5	79.
1629	1027	5	80.
1630	1028	5	82.
1631	1029	5	83.
1632	1030	5	83.
1633	1031	5	85.
1634	1032	5	85.
1635	1033	4	IV, 106.
1636	1033	5	86.
1637	1034	5	86.
1638	1035	5	87.
1639	1036	5	87.
1640	1037	5	88.
1641	1038	5	89.
1642	1039	5	90.
1643	1040	5	90.
1644	1041	5	90.
1645	1042	5	91.
1646	1043	5	91.
1647	1044	5	95.
1648	1045	5	96.
1649	1046	5	96.
1650	1047	5	97.
1651	1048	5	98.
1652	1049	5	99.
1653	1049	7	9 (1918) 253.
1654	1049	12	X, 522.
1655	1050	5	99.
1656	1051	5	100.
1657	1052	5	100.
1658	1053	5	101.
1659	1054	5	101.
1660	1055	5	102.
1661	1056	5	103.
1662	1057	5	103.
1663	1058	5	104.
1664	1059	5	105.
1665	1060	5	107.
1666	1061	5	107.
1667	1062	5	107.
1668	1064	5	108.
1669	1064	8	45 (1952) 236.
1670	1066	5	110.
1671	1067	4	XI, 18.
1672	1067	5	110.
1673	1068	5	111.
1674	1069	5	112.
1675	1070	5	115.
1676	1071	5	115.
1677	1071	8	46 (1953) 65.
1678	1072	5	116.
1679	1073	5	116.
1680	1074	5	117.
1681	1075	5	117.
1682	1076	5	118.
1683	1077	4	XII, 182.
1684	1077	5	119.
1685	1077	12	V, 1148.
1686	1079	5	163.
1687	1079	12	IV, 38.
1688	1080	5	102.
1689	1081	5	166.
1690	1082	5	167.
1691	1083	5	167.
1692	1084	3	no. 0068
1693	1084	5	167.
1694	1084	12	VII, 61.
1695	1085	5	169.
1696	1086	5	169.
1697	1087	5	170.
1698	1088	5	170.
1699	1089	5	173.
1700	1091	5	174.
1701	1092	5	175.
1702	1093	3	no. 0433
1703	1093	5	176.
1704	1094	5	177.
1705	1095	5	177.
1706	1096	5	178.
1707	1096	12	III, 203.
1708	1097	5	178.
1709	1098	5	179.
1710	1099	5	180.
1711	1100	5	182.
1712	1101	5	183.
1713	1102	5	184.
1714	1103	5	185.
1715	1104	4	VII, 65.
1716	1104	5	186.
1717	1105	5	186.
1718	1106	5	188.
1719	1107	5	189.
1720	1108	5	191.
1721	1109	5	191.
1722	1110	5	192.
1723	1111	5	192.
1724	1112	5	193.
1725	1113	5	193.
1726	1114	5	194.
1727	1116	5	198.
1728	1117	5	200.
1729	1118	5	201.
1730	1119	5	202.
1731	1120	4	X, 101.
1732	1120	5	203.
1733	1120	12	III, 713.
1734	1121	5	204.
1735	1122	5	205.
1736	1123	5	206.
1737	1124	5	206.
1738	1125	4	VIII, 138.
1739	1125	5	208.
1740	1125	12	III, 833.
1741	1126	5	209.
1742	1127	5	210.
1743	1128	5	210.
1744	1129	5	211.
1745	1130	5	212.
1746	1131	5	212.
1747	1131	12	X, 687.
1748	1132	5	213.
1749	1133	5	213.
1750	1134	5	214.
1751	1136	5	215.
1752	1137	5	216.
1753	1139	5	217.
1754	1140	5	218.
1755	1141	5	219.
1756	1142	5	220.
1757	1143	5	221.
1758	1144	5	221.
1759	1144	12	X, 959.
1760	1145	5	223.
1761	1146	5	224.
1762	1147	5	224.
1763	1148	5	225.
1764	1149	5	226.
1765	1149	12	X, 1063.
1766	1150	5	227.
1767	1151	5	227.
1768	1152	5	229.
1769	1153	5	229.
1770	1154	5	230.
1771	1155	5	230.
1772	1156	5	230.
1773	1157	5	231.
1774	1158	5	232.
1775	1159	5	233.
1776	1160	5	234.
1777	1161	5	234.
1778	1161	12	V, 1163.
1779	1162	5	236.
1780	1165	7	23 (1937) 150.
1781	1166	8	88 (1999) 29.
1782	1172	5	284.
1783	1173	5	284.
1784	1174	5	285.
1785	1176	5	285.
1786	1177	5	286.
1787	1178	5	286.
1788	1179	5	287.
1789	1180	5	287.
1790	1181	5	288.
1791	1182	5	288.
1792	1183	5	289.
1793	1184	5	289.
1794	1185	5	290.
1795	1186	5	290.
1796	1187	5	291.
1797	1189	5	291.
1798	1190	5	292.
1799	1191	5	293.
1800	1192	5	293.
1801	1193	5	293.
1802	1194	5	294.
1803	1195	5	294.
1804	1196	5	295.
1805	1197	5	196.
1806	1197	7	17 (1927) 207.
1807	1198	5	297.
1808	1199	5	298.
1809	1200	5	298.
1810	1201	5	299.
1811	1202	5	299.
1812	1203	5	300.
1813	1204	5	300.
1814	1205	5	300.
1815	1206	5	301.
1816	1207	5	302.
1817	1208	5	302.
1818	1209	5	303.
1819	1210	5	303.
1820	1211	5	304.
1821	1212	5	304.
1822	1213	5	304.
1823	1214	5	305.
1824	1215	5	306.
1825	1216	5	306.
1826	1217	5	307.
1827	1218	5	307.
1828	1219	5	308.
1829	1220	5	308.
1830	1221	5	309.
1831	1222	5	309.
1832	1223	5	309.
1833	1224	5	310.
1834	1225	5	310.
1835	1226	5	311.
1836	1227	5	311.
1837	1228	5	312.
1838	1229	5	313.
1839	1230	5	313.
1840	1231	5	314.
1841	1232	5	316.
1842	1232	7	31 (1945).
1843	1233	5	316.
1844	1235	16	286.
1845	1236	7	1 (1910) 267.
1846	1237	16	274.
1847	1238	4	X, 148.
1848	1238	7	76 (1992) 5.
1849	1238	12	III, 1095.
1850	1238	16	278.
1851	1239	16	285.
1852	1240	4	X, 119.
1853	1240	7	44 (1958) 297.
1854	1240	16	291.
1855	1241	7	2 (1911) 331.
1856	1241	16	274.
1857	1242	12	IX, 554.
1858	1242	16	272.
1859	1243	16	279.
1860	1244	12	I, 91.
1861	1244	16	262.
1862	1245	4	VI, 114.
1863	1245	16	286.
1864	1247	8	79 (1988) 438.
1865	1248	16	290.
1866	1249	26	361.
1867	1250	7	31 (1945) 366.
1868	1250	16	291.
1869	1251	16	290.
1870	1253	4	VI, 83.
1871	1253	7	31 (1945) 129.
1872	1253	12	VII, 533.
1873	1253	16	284.
1874	1254	16	287.
1875	1256	7	54 (1968) 155.
1876	1257	2	226.
1877	1257	16	288.
1878	1258	16	283.
1879	1260	8	79 (1988) 296.
1880	1260	16	283.
1881	1261	8	46 (1953) 49.
1882	1261	16	290.
1883	1262	4	X, 158.
1884	1262	12	X, 838.
1885	1262	16	289.
1886	1263	16	291.
1887	1264	16	283.
1888	1266	16	283.
1889	1267	16	284.
1890	1268	4	IX, 79.
1891	1268	12	VIII, 1252.
1892	1268	16	289.
1893	1269	4	X, 21.
1894	1269	12	VIII, 947.
1895	1269	16	287.
1896	1270	16	289.
1897	1272	7	32 (1946) 276.
1898	1273	16	284.
1899	1274	7	5 (1914) 456.
1900	1275	4	VIII, 199.
1901	1275	16	288.
1902	1276	4	X, 239.
1903	1276	8	44 (1951) 412.
1904	1277	12	IX, 57.
1905	1279	8	87 (1998) 630.
1906	1279	12	VII, 801.
1907	1280	4	XI, 19.
1908	1280	8	46 (1953) 16.
1909	1280	12	IX, 1162.
1910	1281	4	V, 95.
1911	1281	8	82 (1992) 297.
1912	1281	12	IV, 589.
1913	1282	8	44 (1951) 78.
1914	1283	8	45 (1952) 256.
1915	1283	12	IX, 1104.
1916	1284	4	X, 35.
1917	1284	12	VIII, 958.
1918	1285	12	X, 1166.
1919	1286	8	44 (1951) 215.
1920	1287	9	105.
1921	1287	12	I, 549.
1922	1288	4	XI, 66.
1923	1288	7	27 (1941) 298.
1924	1292	4	IV, 67.
1925	1292	12	VIII 296.
1926	1294	5	359.
1927	1295	5	360.
1928	1296	5	377.
1929	1297	5	361.
1930	1298	5	368.
1931	1306	8	82 (1995) 548.
1932	1307	8	88 (1999) 474.
1933	1308	5	359.
1934	1309	5	372.
1935	1310	5	355.
1936	1311	5	363.
1937	1313	5	365.
1938	1314	5	360.
1939	1315	5	378.
1940	1319	8	88 (1999) 374.
1941	1320	5	375.
1942	1321	5	374.
1943	1322	5	373.
1944	1323	5	376.
1945	1324	5	373.
1946	1324	7	5 (1914) 317.
1947	1345	5	355.
1948	1346	5	356.
1949	1347	5	365.
1950	1348	5	367.
1951	1349	5	367.
1952	1350	5	368.
1953	1351	5	370.
1954	1355	5	356.
1955	1356	5	369.
1956	1357	5	375.
1957	1359	12	X, 625.
1958	1361	7	51 (1965) 267.
1959	1370	4	IX, 49.
1960	1370	12	II, 1081.
1961	1380	7	13 (1923) 315.
1962	1386	5	364.
1963	1387	5	369.
1964	1388	5	375.
1965	1389	5	377.
1966	1393	4	X, 141.
1967	1393	12	V, 611.
1968	1395	5	366.
1969	1396	5	381.
1970	1407	5	354.
1971	1408	5	355.
1972	1409	5	371.
1973	1410	5	376.
1974	1411	5	377.
1975	1413	5	357.
1976	1413	8	79 (1988) 157.
1977	1413	9	159.
1978	1413	12	II, 206.
1979	1414	5	371.
1980	1415	5	376.
1981	1416	5	379.
1982	1417	5	379.
1983	1418	5	380.
1984	1419	8	46 (1953) 504.
1985	1420	5	358.
1986	1421	5	365.
1987	1422	5	369.
1988	1437	7	28 (1942) 262.
1989	1452	12	IV, 130-131.
1990	1453	5	358.
1991	1454	5	359.
1992	1455	5	359.
1993	1456	5	362.
1994	1457	5	363.
1995	1458	5	362.
1996	1459	5	363.
1997	1460	5	380.
1998	1492	4	IV, 96.
1999	1492	12	IV, 523.
2000	1505	5	364.
2001	1507	7	31 (1945) 84.
2002	1508	4	X, 69.
2003	1508	12	IV, 845.
2004	1509	7	54 (1968) 183.
2005	1509	19	93.
2006	1511	19	80.
2007	1513	12	I, 1488.
2008	1516	12	VI, 110.
2009	1516	19	76.
2010	1517	19	74.
2011	1519	19	73.
2012	1520	4	VI, 349.
2013	1520	12	III, 609.
2014	1520	19	74.
2015	1521	19	78.
2016	1522	19	79.
2017	1523	7	37 (1951) 276.
2018	1523	19	79.
2019	1524	19	81.
2020	1525	19	83.
2021	1527	19	84.
2022	1528	19	85.
2023	1529	19	90.
2024	1530	19	94.
2025	1531	19	94.
2026	1532	19	96.
2027	1533	8	82 (1992) 403.
2028	1533	19	97.
2029	1534	7	4 (1913) 195.
2030	1534	19	100.
2031	1535	19	101.
2032	1537	19	102.
2033	1538	19	105.
2034	1539	19	107.
2035	1540	19	107.
2036	1541	19	108.
2037	1542	19	108.
2038	1543	19	109.
2039	1545	19	110.
2040	1546	19	111.
2041	1547	19	111.
2042	1548	19	111.
2043	1549	19	112.
2044	1550	19	113.
2045	1551	19	114.
2046	1553	7	4 (1913) 15.
2047	1554	5	422.
2048	1554	19	162.
2049	1555	19	183.
2050	1558	5	650.
2051	1560	7	34 (1948) 133.
2052	1561	5	437.
2053	1561	19	273.
2054	1564	5	438.
2055	1564	8	84 (1994) 8.
2056	1564	19	262.
2057	1565	7	31 (1945) 111.
2058	1566	4	VI, 105.
2059	1566	8	84 (1994) 281.
2060	1566	9	141.
2061	1566	12	VIII, 722.
2062	1567	5	443.
2063	1567	19	233.
2064	1568	5	446.
2065	1568	7	29 (1943) 175.
2066	1568	19	271.
2067	1569	19	133.
2068	1570	12	VII, 767.
2069	1571	5	456.
2070	1571	19	221.
2071	1573	8	89 (2000/2001) 284.
2072	1574	8	89 (2000/2001) 326.
2073	1574	12	IX, 750.
2074	1576	8	90 (2002/2003) 515.
2075	1578	4	X, 77.
2076	1578	7	4 (1913) 337.
2077	1580	19	159.
2078	1582	8	46 (1953) 48.
2079	1582	9	151.
2080	1587	12	II, 1058.
2081	1592	12	VI, 1020.
2082	1594	19	114.
2083	1595	19	115.
2084	1596	19	117.
2085	1597	19	116.
2086	1598	19	118.
2087	1599	19	121.
2088	1600	19	122.
2089	1601	19	122.
2090	1602	19	123.
2091	1604	19	123.
2092	1605	19	104.
2093	1606	19	127.
2094	1607	19	127.
2095	1608	19	128.
2096	1609	19	129.
2097	1610	19	129.
2098	1611	19	130.
2099	1612	19	130.
2100	1613	19	131.
2101	1614	19	131.
2102	1615	19	132.
2103	1616	19	134.
2104	1617	19	134.
2105	1618	19	135.
2106	1619	19	136.
2107	1620	19	136.
2108	1621	19	137.
2109	1622	19	132.
2110	1623	19	140.
2111	1624	19	140.
2112	1625	19	141.
2113	1626	19	141.
2114	1627	19	141.
2115	1628	19	141.
2116	1629	19	142.
2117	1630	19	143.
2118	1631	19	162.
2119	1632	19	163.
2120	1633	19	163.
2121	1634	19	164.
2122	1635	19	164.
2123	1636	19	165.
2124	1637	19	165.
2125	1638	19	165.
2126	1639	19	166.
2127	1640	19	166.
2128	1641	19	166.
2129	1642	19	167.
2130	1643	19	167.
2131	1644	19	167.
2132	1645	19	168.
2133	1646	19	168.
2134	1647	19	168.
2135	1648	19	169.
2136	1649	19	169.
2137	1650	19	169.
2138	1651	19	170.
2139	1652	19	170.
2140	1653	19	171.
2141	1654	19	171.
2142	1655	19	171.
2143	1656	19	171.
2144	1657	19	172.
2145	1658	19	172.
2146	1659	19	172.
2147	1660	19	172.
2148	1661	19	173.
2149	1662	19	173.
2150	1663	19	173.
2151	1664	19	174.
2152	1665	19	174.
2153	1666	19	175.
2154	1667	19	175.
2155	1668	19	176.
2156	1669	19	176.
2157	1670	19	177.
2158	1671	19	177.
2159	1672	19	177.
2160	1673	19	179.
2161	1674	19	179.
2162	1675	19	180.
2163	1676	19	181.
2164	1677	19	181.
2165	1678	19	182.
2166	1679	19	178.
2167	1680	5	422.
2168	1680	19	178.
2169	1681	19	178.
2170	1682	19	180.
2171	1683	19	182.
2172	1684	19	182.
2173	1685	19	183.
2174	1686	19	186.
2175	1687	19	186.
2176	1688	19	186.
2177	1689	19	187.
2178	1690	19	187.
2179	1691	19	188.
2180	1692	19	188.
2181	1693	19	188.
2182	1694	19	189.
2183	1695	19	191.
2184	1696	5	423.
2185	1696	19	190.
2186	1697	19	190.
2187	1698	19	190.
2188	1699	19	189.
2189	1700	19	191.
2190	1701	19	191.
2191	1702	5	423.
2192	1702	19	192.
2193	1703	19	192.
2194	1704	19	193.
2195	1705	19	193.
2196	1706	19	193.
2197	1707	19	193.
2198	1708	19	194.
2199	1709	19	194.
2200	1710	19	194.
2201	1711	19	195.
2202	1712	19	195.
2203	1713	19	195.
2204	1714	19	196.
2205	1715	19	196.
2206	1716	19	196.
2207	1718	7	19 (1970) 242 NAZIEN nummer/jaartal.
2208	1718	19	198.
2209	1719	19	199.
2210	1720	19	199.
2211	1721	19	200.
2212	1722	19	200.
2213	1723	19	201.
2214	1724	19	201.
2215	1725	19	201.
2216	1726	19	202.
2217	1727	19	202.
2218	1728	19	202.
2219	1729	19	203.
2220	1730	19	203.
2221	1731	19	203.
2222	1732	19	204.
2223	1733	19	204.
2224	1734	19	204.
2225	1735	19	205.
2226	1736	19	205.
2227	1737	19	206.
2228	1738	19	206.
2229	1739	19	206.
2230	1740	19	207.
2231	1741	19	207.
2232	1742	19	207.
2233	1743	19	208.
2234	1744	19	208.
2235	1745	19	209.
2236	1746	19	209.
2237	1747	19	210.
2238	1748	19	212.
2239	1750	19	213.
2240	1752	19	213.
2241	1753	19	214.
2242	1754	19	214.
2243	1755	19	214.
2244	1756	19	214.
2245	1757	19	215.
2246	1758	19	215.
2247	1759	19	215.
2248	1760	19	216.
2249	1761	5	426.
2250	1761	19	247.
2251	1762	5	427.
2252	1762	19	228.
2253	1763	5	427.
2254	1763	19	269.
2255	1764	5	427.
2256	1764	19	218.
2257	1765	5	428.
2258	1765	19	232.
2259	1766	5	428.
2260	1766	19	269.
2261	1767	5	428.
2262	1767	19	270.
2263	1768	5	429.
2264	1768	19	257.
2265	1769	5	429.
2266	1769	19	238.
2267	1770	4	II, 313.
2268	1770	5	432.
2269	1770	12	IV, 239.
2270	1770	19	226.
2271	1771	5	432.
2272	1771	19	261.
2273	1772	5	432.
2274	1772	19	244.
2275	1773	5	433.
2276	1773	19	249.
2277	1774	5	433.
2278	1774	19	258.
2279	1775	5	433.
2280	1775	19	247.
2281	1776	5	435.
2282	1776	19	244.
2283	1777	5	435.
2284	1777	19	257.
2285	1778	5	435.
2286	1778	19	250.
2287	1779	5	436.
2288	1779	19	239.
2289	1780	5	436.
2290	1780	19	261.
2291	1782	5	437.
2292	1782	19	257.
2293	1783	5	438.
2294	1783	19	251.
2295	1784	5	438.
2296	1784	19	253.
2297	1785	5	438.
2298	1785	19	239.
2299	1786	5	439.
2300	1786	19	270.
2301	1787	5	440.
2302	1787	19	245.
2303	1788	5	440.
2304	1788	19	229.
2305	1789	5	440.
2306	1789	19	255.
2307	1790	5	441.
2308	1790	19	255.
2309	1791	5	441.
2310	1791	19	256.
2311	1792	5	441.
2312	1792	19	248.
2313	1793	5	442.
2314	1793	19	262.
2315	1794	5	442.
2316	1794	19	230.
2317	1795	5	443.
2318	1795	19	274.
2319	1796	5	444.
2320	1796	19	218.
2321	1797	5	445.
2322	1797	19	241.
2323	1798	5	445.
2324	1798	19	250.
2325	1799	5	447.
2326	1799	19	256.
2327	1800	5	447.
2328	1800	19	266.
2329	1801	5	447.
2330	1801	19	251.
2331	1802	5	448.
2332	1802	19	245.
2333	1803	5	448.
2334	1803	19	263.
2335	1804	5	448.
2336	1804	19	252.
2337	1805	5	449.
2338	1805	19	220.
2339	1806	5	449.
2340	1806	19	220.
2341	1807	5	450.
2342	1807	19	259.
2343	1808	5	450.
2344	1808	19	248.
2345	1809	5	451.
2346	1809	19	270.
2347	1810	5	452.
2348	1810	19	268.
2349	1811	5	452.
2350	1811	19	237.
2351	1812	5	452.
2352	1812	19	272.
2353	1813	5	453.
2354	1813	19	252.
2355	1814	5	454.
2356	1814	19	242.
2357	1815	5	454.
2358	1815	19	239.
2359	1816	5	455.
2360	1816	19	259.
2361	1817	5	455.
2362	1817	19	264.
2363	1818	5	456.
2364	1818	19	259.
2365	1819	5	456.
2366	1819	19	227.
2367	1820	5	457.
2368	1820	19	264.
2369	1821	5	457.
2370	1821	19	260.
2371	1822	5	458.
2372	1822	19	272.
2373	1823	5	458.
2374	1823	19	240.
2375	1824	5	459.
2376	1824	19	252.
2377	1825	5	460.
2378	1825	19	227.
2379	1826	5	460.
2380	1826	19	253.
2381	1828	5	430.
2382	1828	19	235.
2383	1829	5	430.
2384	1829	19	253.
2385	1830	5	430.
2386	1830	19	249.
2387	1831	5	460.
2388	1831	19	222.
2389	1832	5	461.
2390	1832	19	258.
2391	1833	5	462.
2392	1833	19	246.
2393	1834	5	462.
2394	1834	19	242.
2395	1835	5	463.
2396	1835	19	265.
2397	1836	5	463.
2398	1836	19	241.
2399	1837	5	464.
2400	1837	19	228.
2401	1838	5	465.
2402	1838	19	246.
2403	1839	5	465.
2404	1839	19	237.
2405	1840	5	467.
2406	1840	7	80 (1997) 408.
2407	1840	19	224.
2408	1841	5	467.
2409	1841	19	260.
2410	1842	5	469.
2411	1842	19	231.
2412	1843	5	469.
2413	1843	19	243.
2414	1844	5	470.
2415	1844	19	238.
2416	1845	5	470.
2417	1845	19	265.
2418	1846	5	470.
2419	1846	19	246.
2420	1847	5	471.
2421	1847	19	258.
2422	1848	5	472.
2423	1848	19	256.
2424	1849	5	472.
2425	1849	19	271.
2426	1850	5	473.
2427	1850	19	261.
2428	1851	5	473.
2429	1851	19	260.
2430	1852	5	472.
2431	1852	12	III, 1493.
2432	1852	19	225.
2433	1853	5	431.
2434	1853	19	265.
2435	1854	5	431.
2436	1854	19	268.
2437	1855	5	517.
2438	1855	12	I, 145.
2439	1856	5	519.
2440	1857	5	520.
2441	1858	5	520.
2442	1859	5	521.
2443	1860	5	522.
2444	1861	5	524.
2445	1862	5	524.
2446	1863	5	525.
2447	1864	5	525.
2448	1865	5	526.
2449	1865	12	IV, 319.
2450	1866	5	527.
2451	1867	5	528.
2452	1868	5	529.
2453	1869	5	530.
2454	1869	12	I, 609.
2455	1870	4	III, 220.
2456	1870	5	531.
2457	1870	12	VII, 323.
2458	1871	5	532.
2459	1872	5	532.
2460	1873	5	532.
2461	1873	12	VIII, 462.
2462	1874	5	533.
2463	1875	5	535.
2464	1876	5	536.
2465	1877	5	537.
2466	1878	5	538.
2467	1879	5	539.
2468	1880	5	540.
2469	1881	5	541.
2470	1882	5	541.
2471	1883	5	542.
2472	1885	5	543.
2473	1886	5	545.
2474	1887	5	545.
2475	1888	4	VI, 435.
2476	1888	5	546.
2477	1888	7	10 (1919) 131.
2478	1888	12	V, 247.
2479	1889	5	547.
2480	1890	5	548.
2481	1891	4	VII, 62.
2482	1891	5	548.
2483	1892	5	549.
2484	1893	4	VIII, 23.
2485	1893	5	549.
2486	1893	9	118.
2487	1894	5	552.
2488	1895	5	553.
2489	1896	5	553.
2490	1897	5	554.
2491	1898	5	554.
2492	1899	5	556.
2493	1900	5	557.
2494	1901	5	557.
2495	1902	5	558.
2496	1903	4	IX, 137.
2497	1903	5	559.
2498	1903	12	X, 758.
2499	1904	5	560.
2500	1905	5	561.
2501	1905	7	37 (1951) 249.
2502	1906	5	561.
2503	1907	5	561.
2504	1908	5	565.
2505	1909	5	565.
2506	1910	5	568.
2507	1911	5	571.
2508	1912	5	571.
2509	1913	5	572.
2510	1914	4	X, 153.
2511	1914	5	572.
2512	1914	12	II, 1298.
2513	1915	5	573.
2514	1916	5	574.
2515	1917	5	577.
2516	1918	5	578.
2517	1919	5	578.
2518	1920	5	579.
2519	1922	5	580.
2520	1923	5	581.
2521	1924	5	581.
2522	1925	5	582.
2523	1925	7	75 (1991) 370.
2524	1926	5	583.
2525	1927	5	583.
2526	1927	8	46 (1953) 71.
2527	1928	5	585.
2528	1929	5	586.
2529	1930	5	586.
2530	1931	5	586.
2531	1932	5	644.
2532	1933	5	644.
2533	1934	4	II, 109.
2534	1934	5	645.
2535	1935	5	647.
2536	1936	5	648.
2537	1937	5	649.
2538	1940	4	III, 290.
2539	1940	5	652.
2540	1941	5	653.
2541	1942	5	654.
2542	1943	5	654.
2543	1944	5	655.
2544	1944	8	39 (1941) 229 en 82 (1992) 5.
2545	1945	5	657.
2546	1946	5	658.
2547	1947	5	660.
2548	1948	5	661.
2549	1949	5	662.
2550	1950	5	663.
2551	1951	5	663.
2552	1952	5	664.
2553	1953	5	665.
2554	1954	5	665.
2555	1955	5	666.
2556	1956	5	667.
2557	1957	5	667.
2558	1958	5	668.
2559	1958	12	III, 633.
2560	1959	5	669.
2561	1960	5	671.
2562	1961	4	VIII, 79.
2563	1961	5	671.
2564	1961	12	III, 747.
2565	1962	5	672.
2566	1962	7	2 (1911) 320.
2567	1964	5	673.
2568	1965	5	674.
2569	1966	5	675.
2570	1967	5	675.
2571	1968	5	676.
2572	1969	5	678.
2573	1970	5	679.
2574	1972	5	680.
2575	1973	5	680.
2576	1974	5	681.
2577	1975	5	682.
2578	1976	5	682.
2579	1977	5	684.
2580	1977	8	44 (1951) 435.
2581	1978	5	684.
2582	1979	5	685.
2583	1980	5	688.
2584	1981	4	XI, 36.
2585	1981	5	688.
2586	1981	7	7 (1916) 369.
2587	1981	12	IV, 1301.
