	IDRegent	Geslachtsnaam	Tussenvoegsel	IDAdellijkeTitel	IDAcademischeTitel	Voornaam	Adel	Adelspredikaat	Heerlijkheid	Heerlijkheid2	Geboortejaar	OnbepaaldGeboortedatum	Overlijdensjaar	OnbepaaldOverlijdensdatum	Opmerkingen	Periode
4229	3691	Bartoudsz.		1.0	1.0	Wouter	0					0		0		0
4230	4882	Hendriksz.		1.0	1.0	Maarten	0					0		0		0
4231	4915	Velt	in 't	1.0	1.0	Jan Jansz.	0					0		0		0
4232	4545	Hove		1.0	1.0	Matheus Odsiersz.	0					0		0		0
4233	3888	Borselen		6.0	1.0	Wolfert (I)	1		Zandenburg			0		0		0
4234	429	Vogelsang		1.0	1.0	Jan Babtist	0				1554	1		0		0
4235	2953	Beaumont	van	6.0	1.0	Jan	1		Noordwijk, Gouda, Schoonhoven	Beaumont	1288	1	1356.0	0		0
4236	1888	Borselen	van	6.0	1.0	Floris Raasz.	1		Schoudee			0		0	Adelstitel: ridder 1354.	0
4237	4969	Govertsz.		1.0	1.0	Hendrik	0					0		0	"Meilink nr. 2413 voorheen bekend onder inv. nr. 2361.
Overig: burgemeester van Gouda."	0
4238	4970	Schoonhoven	van	1.0		Simon Gerritsz.	0					0		0		0
4239	4961	Laan	van der	1.0	1.0	Herman Klaasz.	0					0		0	Meilink nr. 2253 voorheen bekend onder inv. nr. 2320.	0
4240	3131	Duin	van der	1.0	1.0	Willem Joostenz.	0					0		0		0
4241	4963	Baartsz.		1.0	1.0	Loef	0					0		0	Meilink nr. 2253 voorheen bekend onder inv. nr. 2322.	0
4242	4964	Raat		1.0	1.0	Albrecht Klaasz.	0					0		0	Meilink nr. 2253 voorheen bekend onder inv. nr. 2323.	0
4243	4972	Adriaansz.		1.0	1.0	Marcel	0					0		0	Meilink nr. 2253 voorheen bekend onder inv. nr. 2318.	0
4244	4944	Egmond	van	1.0	1.0	Klaas	0					0		0	Meilink twee keer nr. 2251 waarbij 2e nummer voorheen bekend was als inv. nr. 2255.	0
4245	2396	Jansz.		1.0	1.0	Jan	0					0		0		0
4246	3741	Klaasz.		1.0	1.0	Klaas Jan	0					0		0		0
4247	4151	Matheusz.		1.0	1.0	Klaas Gerrits	0					0		0		0
4248	4638	Korfsz.		1.0	1.0	Dirk Simon Frederik Klaas	0					0		0		0
4249	4973	Goude	van der	1.0	1.0	Jan Hendriksz.	0					0		0	"Hoogswaarschijnlijk dezelfde figuur als Jan Hendriksz. (zie aldaar)
Meilink nr. 1610 voorheen bekend onder inv. nr. 1626A (p. 140) ,1664D (p. 145) en 1712A.(p. 151)"	0
4250	4610	Florisz.		1.0	1.0	Koenraad	0					0		0	Meilink nr. 1610 voorheen bekend onder inv. nr. 1604A.	0
4251	3734	Bergen	van	1.0	1.0	Pieter	0					0		0	Dezelfde als Pieter van Berghem, rentmeester van Beoosterschelde 1585-1589?	0
4252	2349	Nassau	van	3.0	1.0	Engelbrecht II	1		Breda		1451	0	1504.0	0	"Adelstitel: graaf van Nassau 1451-1504, graaf van Chimay, ridder 1468.
Overig: ridder in de Orde van het Gulden Vlies 1473, kamerheer van aartshertog Filips 1494-, stadhouder van Vlaanderen (1496)."	0
4253	4702	Haarlem	van	1.0	1.0	Hendrik	0					0		0		0
4254	4980	Woutersz.		1.0	1.0	Pieter	0					0		0		0
4255	4989	Zaal		1.0	1.0	Jan	0					0		0	Mogelijk dezelfde als naamgenoot?	0
4256	534	Govertsz.		1.0	1.0	Jan	0					0		0	Secretaris van Moerkerken.	0
4257	1126	Riebeek	van	1.0	1.0	Willem	0					0		0		0
4258	4998	Hauwelingen	van	1.0	1.0	Hubrecht Herberensz.	0					0		0		0
4259	5005	Wolfsz.		1.0	1.0	Arend	0					0		0		0
4260	3391	Joosten		1.0	1.0	Anthonis Anthonisz.	0					0		0		0
4261	3446	Berghe	van den	1.0	1.0	Jan	0					0		0	Overig: rentmeester van Oosterhout.	0
4262	3693	Kats	van	1.0	1.0	Lieven Klaasz.	0					0	1488.0	0		0
4263	4979	Piggen		1.0	1.0	Michiel	0					0		0	Rentmeester- en kasteleinschap in Niervaart vallen samen.	0
4264	626	Jansz.		1.0	1.0	Gerrit	0					0		0		0
4265	2668	Serooskerke	van	12.0	1.0	Jacob	1					0	1530.0	0	Volgens Unger wordt Wisse Jacobsz. van der Lisse m.i.v. 10-9-1510 als baljuw van Middelburg aangesteld (tot ca. 1512) ter vervanging van Jacob van Serooskerken, die naar Zierikzee was vertrokken.	0
4266	4977	Noort	van	1.0	1.0	Artus	0					0		0	Rentmeester- en kasteleinschap vallen in Niervaart samen.	0
4267	3476	Baarle	van	1.0	1.0	Hendrik	0					0		0	In zijn commissie genoemd Hendrik Spronge	0
4268	3846	Kromvliet	van	1.0	1.0	Willem	0					0		0	wellicht identiek aan naamgenoot.	0
4269	3879	Klaasz.		1.0	1.0	Huge	0					0		0		0
4270	3005	Borre	van	1.0	1.0	Gillis	0					0		0	"Ook voorkomend onder de naam Van Borres.
Penningmeester voor het herstel van de dijken van Oost-Ierseke, 123-1539."	0
4271	3365	Borre	van	1.0	1.0	Gillis	0					0	1580.0	0		0
4272	5031	Trist	van	1.0	1.0	Pieter	0					0		0	Smit, J. vermeldt abusievelijk 1778 en 1782.	0
4273	5034	Honcop	van	1.0	1.0	Allard Pietersz.	0					0	1572.0	1		0
4274	5039	Montfoort	van	1.0	1.0	Klaas Dirksz.	0					0		0		0
4275	5053	Velde	van	1.0	1.0	Jan	0					0		0	wellicht dezelfde als naamgenoten?	0
4276	1021	Wassenaar	van	11.0	1.0	Dirk III	1					0		0	Burggraaf van Leiden (1328)	0
4277	4092	Willemsz.		1.0	1.0	Jan	0					0		0	Persoonsgegevens: neef van Adriaan Stalpart van de Wiele.	0
4278	5063	Vrije		1.0	1.0	Cornelis Willemsz.	0					0		0	Overig: kapelaan van Sint Hieronymus dal	0
4279	2718	Dorp	van	1.0	1.0	Adriaan	0					0		0	van Driel niet genummerd.	0
4280	1083	Willemsz.		1.0	1.0	Dirk	0				1432	1		0	Ook een Dirk Willemsz. van Honselersdijk, ex-schout van Monster, wellicht dezelfde?	0
4281	4078	Dorp	van	1.0	1.0	Jan Willemsz.	0					0	1565.0	0	mogelijk dezelfde als Jan van Dorp, baljuw van Gouda?	0
4282	5083	Dorp	van	1.0	1.0	Joost	0					0	1559.0	1	zoon van Adriaan van Dorp.	0
4283	3447	Dorp	van	12.0	1.0	Arend	1		Maasdam		1528	0	1600.0	0	"Hofmeester en opperste proviandmeester, raadsheer van Willem van Oranje (1572-1584), superintendant-generaal van de Vivres (1582).
Ook genoemd als schout van Zevenbergen."	0
4284	4381	Leien		1.0	1.0	Klaas Hendriksz.	0					0		0		0
4285	5106	Laurensz.		1.0	1.0	Gijsbrecht	0					0		0		0
4286	4634	Hendriksz.		1.0	1.0	Adriaan	0					0		0	Van Driel spreekt over ouddrost van Loevestein.	0
4287	2688	Kamp	van den	1.0	1.0	Arend	0					0		0		0
4288	121	Bergen	van den	1.0	3.0	Frank	0				1498	1	1559.0	0		0
4289	228	Brederode	van	1.0	3.0	Arthur	0					0	1592.0	0		0
4290	5643	Zaanden	van	1.0	1.0	Simon	0					0	1410.0	0		0
4291	3464	Broekhoven	van	1.0	1.0	Foy	0					0		0	Overig: kapitein in statendienst.	0
4292	2721	Maartensz.		1.0	1.0	Jan	0				1544	0	1573.0	0	Geen  data van de bekleding van het ambt bekend; alleen geboorte- en overlijdensjaar.	0
4293	3381	Somer		1.0	1.0	David	0					0		0	Driel 879: voorspraak op functie (26-11-1581).	0
4294	3320	Willemsz.		1.0	1.0	Klaas	0					0		0	Bron spreekt van Lyclaes Willemsz.	0
4295	5122	Jansz.		1.0	1.0	Jacob	0					0	1586.0	1		0
4296	3748	Duyst van Voorhout		1.0	1.0	Frans  Dirksz.	0					0		0		0
4297	3113	Lindt	van de	1.0	1.0	Joris Hugenz.	0					0	1574.0	0		0
4298	5133	Praet van Moerkerken	van	1.0	1.0	Lodewijk	0				1471	0	1537.0	0		0
4299	2525	Klaasz.		1.0	1.0	Jan	0					0		0		0
4300	5134	Bosch	van den	1.0	1.0	Jan	0					0		0	Bij Erfgoed Leiden dubbel klikken op inventarisnummer(s).	0
4301	5128	Zijl	van	1.0	1.0	Joost	0					0		0	Jaeger: in de tekst staat: zich noemende houvester.	0
4302	3210	Vliet van Woerden	van	12.0	1.0	Jan	1					0	1583.0	0		0
4303	2048	Willemsz.		1.0	1.0	Herman	0					0	1413.0	1	Overig: meesterknaap van de grafelijke herberg 1394-1399, pachter van de Hollandse tollen 1394.	0
4304	2096	Laan	van der	1.0	1.0	IJsbrand	0					0		0	.	0
4305	5136	Boschuysen	van	1.0	1.0	Willem	0					0	1431.0	0	"Persoonsgegevens: zoon van Willem Harman van Gijsenz. van Boschuysen.
Vlgs. Brand overleden in 1422."	0
4306	3187	Heerman		1.0	1.0	Pieter	0					0		0	Persoonsgegevens: broer van Jan Heerman.	0
4307	5138	Frederiksz.		1.0	1.0	Willem Simon	0					0	1421.0	0	Persoonsgegevens: zoon van Simon Frederik. Broer Jacob trad voor hem op als rentm. 13-4-1418.	0
4308	3563	Does	van der	11.0	1.0	Jacob	1		Noordwijk		1500	0		0	Overig: superintendent en commissaris-generaal van Leiden samen met Johan van der Does.	0
4309	3202	Fijck van Hove		1.0	1.0	Adriaan Boudijnsz.	0					0		0	Burgemeester en schepen van Rotterdam.	0
4310	1963	Dullaard		1.0	1.0	Gerrit	0					0		0		0
4311	5309	Brasemansz.		1.0	1.0	Adam Gerritsz.	0					0		0		0
4312	1765	Poelgeest	van	1.0	1.0	Jan	0					0	1479.0	0		0
4313	5269	Tetrode	van	1.0	1.0	Willem	0					0		0		0
4314	5170	Valkenstein	van	1.0	1.0	Simon Frederik Willemsz.	0					0		0		0
4315	3508	Valkenstein	van	11.0	1.0	Klaas	0		Rijsoort	Strevelshoek		0		0		0
4316	4324	Valkenstein	van	1.0	1.0	Roeland	0					0		0		0
4317	5177	Bleiswijk	van	1.0	1.0	Pieter Jacobsz.	0					0	1367.0	1		0
4318	5178	Bortsz.		1.0	1.0	Willem Foyken	0					0	1412.0	0		0
4319	5135	Hermansz.		1.0	1.0	Willem	0					0	1415.0	0	zoon van Herman Willemsz.	0
4320	5182	Bregge	van der	11.0	1.0	Bartolomeus	0					0	1312.0	1		0
4321	2168	Poelgeest	van	8.0	1.0	Jan	1					0	1390.0	0	"Adelstitel: knaap 1355.
Meesterknaap en raad van Jan van Blois, na 1382 in dienst van Albrecht van Beieren."	0
4322	2713	Damme	van den	1.0	1.0	Filips Arendsz.	0					0	1408.0	0		0
4323	2158	Oudshoorn	van	6.0	1.0	Willem	1		Oudshoorn	Aarlanderveen		0	1352.0	0	"Persoonsgegevens: zoon van Dirk van Oudshoorn.
Adelstitel: knaap 1330, ridder 1337.
Overig: meester-ridder van de grafelijke herberg 1341."	0
4324	5188	Horst	(van der)	1.0	1.0	Klaas	0					0	1376.0	0	Bastaardzoon van Arend van den Damme.	0
4325	5566	Zwieten	van	1.0	1.0	Klaas Pieter Hugenz.	0					0	1409.0	0	Tevens baljuw en rentmeester van de wildernis en duinen van Noordwijk v.a. 02-01-1398.	0
4326	1952	Willemsz.		1.0	1.0	Dirk	0					0	1431.0	0		0
4327	3102	Pietersz.		11.0	1.0	Gerrit	1					0	1368.0	1		0
4328	2455	Henegouwen	van	6.0	1.0	Jan	1		Beaumont	Noordwijk, Gouda, Schoonhoven, Goes, Tholen, Texel, Beverwijk etc.	1288	1	1356.0	0	Adelstitel: ridder 1308.	0
4329	2295	Zwieten	van	1.0	1.0	Klaas Pietersz.	0					0		0		0
4330	5193	Gravekijn		11.0	1.0	Dirk	0					0	1350.0	1		0
4331	4539	Heinenz.		1.0	1.0	Willem	0					0	1403.0	1		0
4332	3450	Boudijnsz..		1.0	1.0	Gerrit	0					0		0		0
4333	563	Mensin		1.0	1.0	Paul	0					0		0	zie: Meusin, Paul.	0
4334	5200	Leiden	van	1.0	1.0	Jan	0					0	1418.0	1		0
4335	5201	Werve	van den	1.0	1.0	Dirk	0					0	1417.0	1		0
4336	676	Huismansz.		1.0	1.0	Joost	0					0		0		0
4337	5211	Kralingen	van	1.0	1.0	Willem	0					0		0		0
4338	5213	Delft	van	1.0	1.0	Jacob IJsbrandsz.	0					0		0		0
4339	746	Kerstantsz. (Stoop)		1.0	1.0	Willem	0				1446	1		0	Overig: tresorier van Leiden 1508-1510.	0
4340	4146	Egbertsz.		1.0	1.0	Laurens	0				1468	1		0		0
4341	1628	Michielsz. (van Eversdijk)		1.0	1.0	Jan	0					0	1507.0	1	"Prevenier V maakt verwijzing Eversdijk, zie Jan Michielsz.  (Staat 2 keer vermeld bij Prevenier IV onder JAN Michielsz. (p. 46) en MICHIELS, Jan (p. 58).
Persoonsgegevens: waarschijnlijk zoon van Anton Michiels, rentm.-generaal (1446-1451).
Overig : Raad en rentmeester van Brielle en Voorne voor Margareta van York 1482-1492."	0
4342	4614	Enge(l)brechtsz.z.		1.0	1.0	Dirk Willem	0				1432	1		0		0
4343	2180	Bergen	van	8.0	1.0	Jan	1					0	1321.0	0		0
4344	5171	Valkenstein	van	1.0	1.0	Willem Simon Frederiksz.	0					0		0		0
4345	2273	Willemsz.		1.0	1.0	Willem	0					0	1372.0	0		0
4346	2778	Goes	van der	1.0	3.0	Adriaan Arendsz.	0				1495	0	1560.0	0	Bij Baily abusievelijk vermeld: landsadvocaat van 1545-1565.	0
4347	4134	Jansz.		1.0	1.0	Dirk	0				1446	1		0		0
4348	614	Egmond	van	3.0	1.0	Jan III heer Willemsz.	1		Egmond	Baer, Purmerend, Hoog- en Aartswoud	1438	0	1516.0	0	"Persoonsgegevens: zoon van Willem van Egmond (ov. 1483).
Adelstitels: ridder 1465, graaf van Egmond  vanaf 1486.
Overig: ridder in de Orde van het Gulden Vlies1491."	0
4349	5231	Klaasz.		1.0	1.0	Jan	0					0		0	Mogelijk dezelfde als naamgenoot, schout van Schellinkhout (geboren 1434)?	0
4350	4120	Klaasz.		1.0	1.0	Jan	0				1434	1		0	Mogelijk dezelfde als naamgenoot, schout van Hoorn?	0
4351	3830	Jansz.		1.0	1.0	Boudijn	0					0		0		0
4352	5275	Dirksz.		1.0	1.0	Frans	0					0		0	Abusievelijk vermeld onder nr. 1819 i.p.v. 1319.	0
4353	4535	Pietersz.		1.0	1.0	Reinier	0					0		0		0
4354	4601	Wijk	van	1.0	1.0	Hannaard	0					0		0		0
4355	5169	Boon		1.0	1.0	Frankenz.	0					0		0		0
4356	4472	Broek	uten	1.0	1.0	Dirk	0					0		0	In 1393 vervangt zijn zoon Dirk Wouter Dirksz. hem als baljuw.	0
4357	5241	Stompwijk	van	1.0	1.0	Dirk	0					0		0		0
4358	5257	Burg	van den	1.0	1.0	Kerstant	0					0		0	Enige onduidelijkheid over de achternaam omdat er ook een Kerstant van den Bergen met dezelfde functies al vermeld staat.	0
4359	1574	Bruynzeelsch		1.0	1.0	Jeronimus	0					0		0	Werd benoemd op voorspraak van Alva, in Dordrecht rees hiertegen verzet op omdat hij geboren Brabander was (hij kwam uit Antwerpen) en het muntprivilege dit ambt aan Hollanders voorbehield. Werd in 1571 afgezet. Later was hij muntmeester te Middelburg en generaal-meester in 1586.	0
4360	4322	Maartensz.		1.0	1.0	Willem	0					0		0		0
4361	5276	Longin		1.0	1.0	Simon	0					0		0		0
4362	2907	Laurens		11.0	1.0	Jerome	1		Watervliet			0		0	Bij Gonnet (1286) vermeld als Jeromme Hauwerijn.	0
4363	1041	Jansz.		1.0	2.0	Pieter	0					0		0	In 1482 uit zijn ambt als raadsheer ontzet.	0
4364	5291	Jansz.		1.0	1.0	Pieter	0					0		0		0
4365	5098	Willemsz.		1.0	1.0	Cornelis	0					0		0		0
4366	3239	Willemsz.		1.0	1.0	Cornelis	0					0		0	Bij Erfgoed Leiden dubbel klikken op inventarisnr(s).	0
4367	5297	Assendelft	van	1.0	1.0	Huge	0					0	1296.0	0	Alleen overlijdensjaar bekend.	0
4368	4744	Bekestein	van	1.0	1.0	Jan	0					0		0		0
4369	2797	Rijswijk	van	12.0	1.0	Cornelis	1					0	1586.0	0		0
4370	2942	Pietersz.		1.0	1.0	Cornelis	0					0		0	Ook als Cornelis Cornelis Pietersz.	0
4371	2632	Pijnssen		1.0	1.0	Jan	0				1519	0	1599.0	0	Zoon van Jacob van Pijnssen.	0
4372	5317	Mostaart		1.0	1.0	Willem	0					0		0		0
4373	724	Aar	van der	1.0	1.0	Adriaan Aartsz.	0					0		0	Overig: deurwaarder van het Hof van Holland	0
4374	4703	Gruter		1.0	1.0	Jan Jansz.	0					0		0		0
4375	5326	Rensz.		1.0	1.0	Helias	0					0		0	Regest bij inventaris Alkmaar gebruikt datering als nummering (1568-06-02)	0
4376	3586	Fransz.		1.0	1.0	Cornelis	0					0		0	Regest bij inventaris Alkmaar gebruikt datering als nummering (1534 juli)	0
4377	135	Malsen	van	11.0	1.0	Otto	1		Nater	Blois	1494	1	1558.0	0	Regest bij inventaris Alkmaar gebruikt datering als nummering (1534 juli)	0
4378	5335	Houwer	de	1.0	1.0	Jan Jacobsz.	0					0		0		0
4379	2980	Kromvliet	van	1.0	1.0	Cornelis Adriaansz.	0					0		0	DelaHaye, Vossemeer: voor eerst gecombineerde functie baljuw-dijkgraaf vermeld.	0
4380	3530	Nijenburg	van der	1.0	1.0	Cornelis (Jan Mourijnsz.)	0				1530	0	1610.0	0		0
4381	1697	Foreest	van	11.0	1.0	Willem Adriaansz.	1		Schoterbosch	Middelburg (bij Gouda)		0	1472.0	0		0
4382	1728	Foreest	van	1.0	3.0	Nanning	0					0	1592.0	0	Pensionaris van Alkmaar 1572-1582.	0
4383	5348	Jansz.		1.0	1.0	Cornelis	0					0		0		0
4384	2874	Jhane		1.0	1.0	Tristam	0					0		0	Bij DelaHaye  genoteerd als Tristam 't Have.	0
4385	1351	Jansz.		1.0	1.0	Jacob	0					0		0	Bij Erfgoed Leiden dubbel klikken op inventarisnr(s).	0
4386	5356	Poppe		1.0	1.0	Cornelisz.	0					0		0	DelaHaye nr. 310 spreekt over voormalig baljuw Cornelisz. Poppe: is dit Cornelis of Jan Cornelis Poppe?	0
4387	4486	Gelre	van	1.0	3.0	Jacob Pietersz.	0					0	1581.0	0		0
4388	5361	Kromvliet		1.0	1.0	Klaas	0					0		0	DelaHaye geeft als datum: eind 15e eeuw.	0
4389	5492	Heysterbac		1.0	1.0	Koenraad	0					0		0		0
4390	5337	Kouwerve	van	1.0	1.0	Jan Jansz.	0					0	1583.0	0	vanaf 1560 noemt hij zich Jan Jansz. van Kouwerve, daarvoor bekend als Jan Jansz.	0
4391	5289	Wissenkerke	van	1.0	1.0	Frans	0					0		0		0
4392	3430	Boschuysen	van	1.0	1.0	Gommer	0					0		0	Bij Erfgoed Leiden dubbel klikken op inventarisnr(s).	0
4393	5360	Simonsz.		1.0	1.0	Marinus Anthonis	0					0		0	Onduidelijkheid in naamgeving: Delahaye regestnr. 319 is Marinus Simon Anthonisz. rentmeester, bij nr. 322 is Marinus Simonsz. baljuw en bij nr. 330 is Marinus Simon Anthonis rentmeester (zie ook bij Marinus Simon Anthonisz.).	0
4394	5333	Servaasz.		1.0	1.0	Pieter	0					0		0	Ook als Pieter Faasz. Of als Pieter Servaas.	0
4395	5385	Slok		1.0	1.0	Cornelis Klaasz.	0					0		0		0
4396	5338	Olifant		1.0	1.0	Emanuel	0					0		0	Ook wel Elefant, Elifant genoemd.	0
4397	4196	Simonsz.		1.0	1.0	Klaas	0					0		0	Zie ook: Klaas Simonsz. Bosch, schout van Rijswijk 1566.	0
4398	5731	Boschuysen	van	1.0	1.0	Jan	0					0		0	Bij Erfgoed Leiden dubbel klikken op inventarisnr(s).	0
4399	4540	Foreest	van	1.0	1.0	Jacob	0				1556	0	1624.0	0		0
4400	4097	Sande	van	1.0	1.0	Engelbrecht	0					0		0	Overig: administrateur voor de koning van de domeinen in Noord-Holland (Meiling: Grafelijkheidsrekenkamer nr. 412) - of valt dit onder het rentmeesterschap? NOG	0
4401	5131	Gillisz.		1.0	1.0	Costijn	0					0		0		0
4402	1643	Oem van Wijngaarden		1.0	1.0	Jan (Tielmansz.)	0					0		0	Persoonsgegevens: broer van Godschalk Oem van Wijngaarden (Tielmansz.), muntmeester van Dordrecht 1419-1429.	0
4403	4013	Willemsz.		1.0	1.0	Pieter	0					0		0		0
4404	4700	Cornelisz.		1.0	1.0	Damas	0					0		0		0
4405	5016	Kamp	van den	1.0	1.0	Arend	0					0		0		0
4406	1099	Dussen	van der	11.0	1.0	Jan	1		Dussen			0	1497.0	0		0
4407	750	Klaasz.		1.0	1.0	Snel	0					0	1521.0	0	Overig: tresorier van Alkmaar 1506-1520.	0
4408	4257	Pietersz.		1.0	1.0	IJsbrand	0				1461	1	1545.0	0		0
4409	5157	Paling		1.0	1.0	Pieter Klaasz.	0					0	1546.0	0	Overig: rentmeester van de abdij van Egmond, 1509-1512; thesaurier van Alkmaar 1534.	0
4410	5159	Zonneveld	van	1.0	1.0	Willem	0					0	1569.0	0		0
4411	5324	Adriaansz.		1.0	1.0	Engel	0					0		0		0
4412	2438	Teilingen	van	1.0	3.0	Augustus	0				1475	1	1533.0	0	"Tresorier van Alkmaar 1508-1533.
Rentmeester van de abdij van Egmond."	0
4413	5304	Doensz.		1.0	1.0	Simon Juda	0					0		0		0
4414	2782	Berendrecht	van	1.0	1.0	Willem	0					0		0		0
4415	3757	Bodegem	van	1.0	1.0	Jan Frans	0					0		0		0
4416	3598	Oem		1.0	3.0	Cornelis Hermansz.	0					0		0	Is voortvluchtig en wordt als griffier vervangen door Filips Doublet	0
4417	908	Oem van Wijngaarden		1.0	2.0	Cornelis	0					0	1599.0	0		0
4418	2311	Brederode	bastaard van	1.0	1.0	Joris	0					0	1489.0	0	Bevelhebber van Rotterdam 1479.	0
4419	5423	Evertsz.		1.0	1.0	Bartolomeus	0					0		0	Tekst spreekt over Snielwijc.	0
4420	5427	Zichele	van der		1.0	Jan	0					0		0		0
4421	3021	Reynegom	van	1.0	1.0	Dirk	0				1504	0	1584.0	0	Alleen geboorte- en overlijdensdatum bekend.	0
4422	1800	Zwieten	van	11.0	1.0	Jan Boudijnsz.	1		Spanbroek	Opmeer, Binckhorst, Hodenpijl, half De Lier		0	1485.0	0		0
4423	5429			1.0	1.0	Kerstgen	0					0		0		0
4424	5261	Nagel		1.0	1.0	Gerrit	0					0		0		0
4425	905	Mersche	van der	1.0	3.0	Jacob	0					0		0	Overig: getijdenmeester (1570)	0
4426	5424	Broek	uten	1.0	1.0	Dirk Wouter Dirksz.	0					0		0		0
4427	5263			1.0	1.0	Sijbrecht	0					0		0		0
4428	850	Demmerik (Denemarken)	van	1.0	1.0	Jacob	0					0		0	"Bisschop van Zuden.
Wijbisschop van Utrecht."	0
4429	3269	Rijnensteijn	van	6.0	1.0	Jan	1				1350	1		0	Overig: raadslid van hertog Albrecht. Bastaardzoon van Jan van Arkel (bisschop van Utrecht).	0
4430	3332	Landskroon	van	1.0	1.0	Frans	0					0		0		0
4431	5273	Dansser		1.0	1.0	Pieter Pietersz.	0					0		0		0
4432	4553	Dammasz.		1.0	1.0	Laurens	0					0		0		0
4433	1988	Foykensz.		11.0	1.0	Foyken	1		Waalwijk	Sprang, Baardwijk		0		0	"Zoon van Foyken Willemsz.
In ongenade 1393 en 1411."	0
4434	1922	Burg	van der	1.0	1.0	Gerrit Willemsz.	0					0	1421.0	0		0
4435	2526	Braat		1.0	1.0	Jan	0					0		0		0
4436	4219	Beyenz.		1.0	1.0	Huge	0					0	1429.0	1		0
4437	5436	Jansz.		1.0	1.0	Gerbrand	0					0		0		0
4438	4226	Jonge	de	1.0	1.0	Reinier	0					0		0		0
4439	5271	Abcoude	van	11.0	1.0	Zweder	1		Gaasbeek	Putten en Strijen		0	1402.0	1	Maarschalk van Utrecht.	0
4440	631	Gaasbeek	van	12.0	1.0	Jacob	1		Gaasbeek	Abcoude, Wijk bij Duurstede, Putten, Strijen	1390	0	1459.0	0	"Ook als bekend Jacob van Abcoude, heer van Gaasbeek.
Persoonsgegevens: Zoon van Zweder van Abcoude.
Raadsheer voor Brabantse hertogen Antoon, Jan en Filips van St. Pol (1413-1430), zegelbewaarder van Jan van Brabant (1419) en van Jan van Beieren (1421)."	0
4441	2652	Maasz.		1.0	1.0	Stadink	0					0		0		0
4442	1772	Raaphorst	van  (de jonge)	11.0	1.0	Albrecht Adriaansz.	1		Raaphorst	Aarlanderveen, Oudshoorn		0	1474.0	0		0
4443	2167	Poelgeest	van	6.0	1.0	Dirk	1		Koudekerk	Hoogmade		0	1405.0	0	"Adelstitel: ridder 1396.
Overig: in dienst van Albrecht van Beieren 1387/1388."	0
4444	5440	Gheyne	van den	6.0	1.0	Dirk Klaasz.	1					0	1362.0	0	"Adelstitel: ridder 1358. 
In conflict met het Sticht, vermoord."	0
4445	2155	Oudshoorn	van	6.0	1.0	Dirk	1		Oudshoorn	Aarlanderveen		0	1392.0	0	Adelstitel: ridder 1319.	0
4446	867	Teilingen	van	1.0	1.0	Bartolomeus	0				1518	0	1572.0	1	"Wordt opgevolgd als schout door zijn neef Augustijn van Teilingen.
Overig: rentmeester uitwaterende sluizen (1545)."	0
4447	2264	Wassenaar	van	6.0	1.0	Dirk	1		Voorburg	Kethel		0	1408.0	0	"Zoon van Dirk IV van Wassenaar.
Adelstitel: ridder 1393. (volgens Janse: 1388)
In ongenade 1393, verzoend 1396. 
Kapitein van Staveren 1399. 
Meesterridder van graaf Willem VI 1404."	0
4448	5272	Egmond van Merenstein	van	1.0	1.0	Albrecht	0					0	1468.0	0	zie ook bij Albrecht van Egmond; Prevenier II geeft zowel een Albrecht van Egmond Merenstein, heer van Merenstein als een Albrecht van Egmond, schout van Hoorn 1446. Schoutambt van Texel voor 1439.	0
4449	5290	Maldere	de	1.0	1.0	Jacob	0					0		0		0
4450	3665	Woudezijl	van den	1.0	1.0	Dirk	0					0		0		0
4451	417	Zwieten	van	6.0	1.0	Adriaan	1		Opmeer	de Lier, Zouteveen		0	1486.0	0	"Adelstitel: ridder 1486.
Persoonsgegevens: zoon van Jan van Zwieten.
Van Gent is de enige die Adriaan als baljuw van Rijnland 1467-1469 heeft genoteerd i.p.v. Arend van Zwieten"	0
4452	1799	Zwieten	van	6.0	1.0	Arend	1		Leyenburg	Zoetermeer, Binckhorst, Kalslagen, Schobbelandsambacht, Zoelen, Loenersloot, Oucop, Ter Aa		0	1473.0	0	"Adelstitel: ridder  1467.
Persoonsgegevens: zoon van Dirk van Zwieten Boudijnsz.
Overig: Van Gent geeft Adriaan van Zwieten als baljuw van Rijnland 1467-1469."	0
4453	5578	Bloed	de	1.0	1.0	Oudzier Huge	0					0		0	Bij Erfgoed Leiden dubbel klikken op inventarisnr(s), staat hier als Oudzier die Bloot genoteerd.	0
4454	5445	Vliet	van den	1.0	1.0	Gerrit (jr.)	0					0		0		0
4455	1864	Bergen	van den	1.0	1.0	Kerstant	0					0		0	Hoogheemraad van Schieland 1347.	0
4456	5447	Jorisz.		1.0	1.0	Hubrecht	0					0		0		0
4457	4469	Kraken	van	1.0	1.0	Gibe Jansz.	0					0	1395.0	1		0
4458	543	Borselen	van	11.0	1.0	Floris Gillisz.	1		Souburg	Brouwershaven, Borselen		0	1447.0	0	Volgens Fruin: Beschrijving .. wordt hij op 9-3-1426 benoemd tot rentmeester Bewesterschelde.	0
4459	2660	Wederhorst	van der	1.0	1.0	Volken	0					0		0		0
4460	4666	Schoek		1.0	1.0	Pieter Willemsz.	0					0		0		0
4461	2514	Leiden	van	1.0	1.0	Jan	0					0		0		0
4462	4374	Jorisz.		1.0	1.0	Cornelis	0					0		0	Burgemeester van Brielle.	0
