	IDRegent	Geslachtsnaam	Tussenvoegsel	IDAdellijkeTitel	IDAcademischeTitel	Voornaam	Adel	Adelspredikaat	Heerlijkheid	Heerlijkheid2	Geboortejaar	OnbepaaldGeboortedatum	Overlijdensjaar	OnbepaaldOverlijdensdatum	Opmerkingen	Periode	Eindcontrole
1369	1445	Prins		1.0	1.0	Jannes Alberts	0					0		0		2	1
1370	1446	Veurman		1.0	1.0	Douwe	0					0		0		2	1
1371	1447	Wijchers		1.0	1.0	Meijne	0					0		0		2	1
1372	1448	Hooft		1.0	1.0	Jacob	0					0		0		2	1
1373	1449	Seidel		1.0	1.0	Lucas	0					0		0		2	1
1374	1450	Loos		1.0	1.0	Willem	0					0		0		2	1
1375	1451	Roskam		1.0	1.0	Wolter	0					0		0		2	1
1376	1452	Berkhout tot Hoenlo	Teding van	1.0	1.0	Jan Wzn.	0				1769.0	0	1820.0	0		2	1
1377	1453	Brink		1.0	1.0	Hendrikus	0				1746.0	0	1810.0	0		2	1
1378	1454	Bruggen	ter	1.0	1.0	Gerrit	0					0	1795.0	0		2	1
1379	1455	Bruggencate	ten	1.0	1.0	Berent	0				1748.0	0	1810.0	0		2	1
1380	1456	Evertman		1.0	1.0	Jan	0				1735.0	0	1807.0	0		2	1
1381	1457	Fik		1.0	1.0	Harm	0				1720.0	0	1806.0	0		2	1
1382	1458	Frederiks		1.0	1.0	Gerrit	0					0		0	Persoonsgegevens: Homines Novi, p. 362 is niet in staat te kiezen welke van drie personen uit Vriezenveen met dezelfde naam de representant was. Derhalve geen geboorte- en sterfjaar opgenomen.	2	1
1383	1459	Harms		1.0	1.0	Derk	0				1754.0	0	1811.0	0		2	1
1384	1460	Wiggers		1.0	1.0	Berent	0				1733.0	0	1798.0	0		2	1
1385	1461	Berg	van den	1.0	1.0	Willem	0					0		0		2	1
1386	1462	Huisman		1.0	1.0	Jan	0					0		0		2	1
1387	1463	Klunder		1.0	1.0	Jan Jans	0					0		0		2	1
1388	1464	Koning		1.0	1.0	Albert Jacobs	0					0		0		2	1
1389	1465	Timmerman		1.0	1.0	Harmannus	0					0		0		2	1
1390	1466	Veen		1.0	1.0	Arent	0					0		0		2	1
1391	1467	Wildeboer		1.0	1.0	Hendrik	0					0		0		2	1
1392	1468	Hofstede		1.0	1.0	Berent	0					0		0		2	1
1393	1469	Ketelaar		1.0	1.0	Franciscus Antonius	0					0		0		2	1
1394	1470	Marle	van	1.0	1.0	Egbert	0					0		0		2	1
1395	1471	"Stam
Stam"		1.0	1.0	Jan	0					0		0		2	1
1396	1472	Voomberg		1.0	1.0	Anthonij	0					0		0		2	1
1397	1473	Vrijhof		1.0	1.0	Wichem	0					0		0		2	1
1398	1474	Ketel		1.0	1.0	Evert	0					0		0		2	1
1399	1475	Paauw		1.0	1.0	Hendrik	0					0		0		2	1
1400	1476	Assies		1.0	1.0	Hermen	0					0		0		2	1
1401	1477	Hendriks		1.0	1.0	Willem	0					0		0		2	1
1402	1478	Heuijer		1.0	1.0	Jan Janssen	0					0		0		2	1
1403	1479	Jochems		1.0	1.0	Berent	0					0		0		2	1
1404	1480	Kaper		1.0	1.0	Jan	0					0		0		2	1
1405	1481	Kragt		1.0	1.0	Gerrit Jans	0					0		0		2	1
1406	1482	Oldenhof		1.0	1.0	Gerrit	0					0		0		2	1
1407	1483	Peters		1.0	1.0	Jan	0					0		0		2	1
1408	1484	Willems		1.0	1.0	Harmen	0					0		0		2	1
1409	1485	Willems		1.0	1.0	Hendrik	0					0		0		2	1
1410	1486	Gerrits		1.0	1.0	Willem	0					0		0		2	1
1411	1487	Apperloo		1.0	1.0	Derk	0					0		0		2	1
1412	1488	Camphuis		1.0	1.0	Jan Thomas	0					0		0		2	1
1413	1489	Nannes		1.0	1.0	Wiecher	0					0		0		2	1
1414	1490	Setten	van	1.0	1.0	Wilhelmus	0					0		0		2	1
1415	1491	Bodde		1.0	1.0	Gerrit	0					0		0		2	1
1416	1492	Doyer		1.0	1.0	Jacob	0					0	1805.0	0		2	1
1417	1493	Gelderman		1.0	1.0	Arnold	0					0		0		2	1
1418	1494	Polier		1.0	1.0	Arnoldus	0					0		0		2	1
1419	1496	Tegelaar		1.0	1.0	Hendrik	0					0		0		2	1
1420	1497	Warner		1.0	1.0	Dionisius	0					0		0		2	1
1421	1498	Distelhof		1.0	1.0	Hendrik	0					0		0		2	1
1422	1499	Jans		1.0	1.0	Frerik	0					0		0		2	1
1423	1500	Meulenbeld		1.0	1.0	Assie	0					0		0		2	1
1424	1502	Rechteren van Wolfshagen	van	1.0	1.0	Hendrik Roelofs	0					0		0		2	1
1425	1504	Zwakenberg		1.0	1.0	Wiechert	0					0		0		2	1
1426	1505	Hoemelder		1.0	1.0	Joannes	0					0		0		2	1
1427	1506	Haesebroek		1.0	1.0	J.L.	0				1757.0	0	1806.0	0		2	1
1428	1507	Hasselt	van	1.0	4.0	Barthold Theodorus  Wilhelmus	0				1770.0	0	1840.0	0		2	1
1429	1508	Kleijn		1.0	1.0	Joannes Petrus	0				1760.0	0	1805.0	0		2	1
1430	1509	Oyen	van	1.0	1.0	Willem Adriaan	0				1742.0	0	1795.0	0		2	1
1431	1511	Rappard	van	1.0	3.0	Hendrik Willem	0				1748.0	0	1833.0	0		2	1
1432	1512	Riemsdijk	van	1.0	1.0	G.	0					0		0		2	1
1433	1513	Staring		1.0	4.0	Antoni Christiaan Wynand	0				1767.0	0	1840.0	0		2	1
1434	1514	Tricht	van	1.0	1.0	Goossen	0					0		0		2	1
1435	1516	Betouw	in de	1.0	1.0	Gisbertus Cornelius	0				1765.0	0	1805.0	0		2	1
1436	1517	Graafman		1.0	1.0	Paulus	0				1733.0	1		0		2	1
1437	1518	Hengst		1.0	1.0	Willem Arnoldus	0				1750.0	1	1803.0	0		2	1
1438	1519	Endt	van	1.0	1.0	Matthijs	0				1764.0	1		0		2	1
1439	1520	Hoogers		1.0	1.0	Hendrik	0				1747.0	0	1814.0	0		2	1
1440	1521	Meuleman		1.0	1.0	Hermanus Jacobus	0					0	1796.0	0		2	1
1441	1522	Muller		1.0	1.0	Johan Caspar	0					0		0		2	1
1442	1523	Prager		1.0	1.0	Johannes Lodewijk	0				1757.0	0	1810.0	0		2	1
1443	1524	Reijnen		1.0	1.0	Willem Albert	0					0		0		2	1
1444	1525	Swanenburg	van	1.0	1.0	Johannes Josephus	0				1758.0	0	1828.0	0		2	1
1445	1526	Veersen	van	1.0	1.0	Johannes	0					0		0		2	1
1446	1527	Vermasen		1.0	1.0	Johannes	0				1763.0	0	1840.0	0		2	1
1447	1528	Bosch	ten	1.0	1.0	Pieter	0				1764.0	1	1839.0	0		2	1
1448	1529	Galen	van	1.0	1.0	Pieter	0				1761.0	0	1836.0	0		2	1
1449	1530	Oosterhout	van	1.0	1.0	Adrianus	0				1751.0	0		0		2	1
1450	1531	Rijnberk	van	1.0	1.0	Hendrik	0				1751.0	0		0		2	1
1451	1532	Essen	van	1.0	1.0	Paulus	0				1767.0	0	1821.0	0		2	1
1452	1533	Feltz	van der	1.0	1.0	Warmold Albertinus	0				1753.0	0	1838.0	0		2	1
1453	1534	Juta		1.0	1.0	Jan Carel	0				1770.0	0	1830.0	0		2	1
1454	1535	Kluytman		1.0	1.0	Gerhardus	0				1762.0	0	1833.0	0		2	1
1455	1536	Prillewitz		1.0	1.0	Daniël	0					0		0		2	1
1456	1537	Schull		1.0	1.0	Henricus	0				1755.0	0	1803.0	0		2	1
1457	1538	Verweijde		1.0	1.0	Daniël Jacobsz.	0				1759.0	0	1801.0	0		2	1
1458	1539	Virieu	de	1.0	1.0	Hendrik Franciscus	0					0		0		2	1
1459	1540	Bennekom	van	1.0	1.0	Henricus	0					0		0		2	1
1460	1541	Derksen		1.0	1.0	Hendrik	0				1753.0	0	1817.0	0		2	1
1461	1542	Jacobs		1.0	1.0	Peter	0				1759.0	0	1838.0	0		2	1
1462	1543	Lamers		1.0	1.0	Peter	0				1747.0	0	1798.0	0		2	1
1463	1545	Melsen		1.0	1.0	Mels	0				1761.0	0	1832.0	0		2	1
1464	1546	Weerden	van den	1.0	1.0	Aart Peters	0				1737.0	0		0		2	1
1465	1547	Rijken		1.0	1.0	Gerrit	0				1736.0	0	1825.0	0		2	1
1466	1548	Oudenweijer	van den	1.0	1.0	Peter Wouters	0				1742.0	0	1808.0	0		2	1
1467	1549	Aalbers		1.0	1.0	Hendrik	0				1769.0	0	1816.0	1		2	1
1468	1550	Aalbers		1.0	1.0	Johannes	0				1741.0	0	1798.0	0		2	1
1469	1551	Arentsz		1.0	1.0	Nicolaas	0				1731.0	0	1809.0	0		2	1
1470	1552	Aalbers van Elst		1.0	1.0	N.	0					0		0		2	1
1471	1553	Ballot		1.0	1.0	Johann Stephan Simeon	0				1742.0	0	1820.0	0	"Overig: Ballot werd op 27 maart 1799 verkozen tot lid van het Departementaal Bestuur van de Rijn, maar de Eerste Kamer van het Vertegenwoordigend Lichaam vernietigde deze keuze op 1 mei 1799.
Op 26 juni 1800 werd hij opnieuw gekozen, vermoedelijk opnieuw zonder gevolg."	2	1
1472	1554	Baustetter	van	1.0	4.0	Amandus Franciscus	0				1721.0	0	1813.0	0		2	1
1473	1555	Both	de	1.0	1.0	Jan	0				1758.0	0	1822.0	0		2	1
1474	1556	Bouricius		1.0	1.0	J.A.	0				1746.0	0	1814.0	0		2	1
1475	1557	Bouricius		1.0	4.0	Roeland Jan	0				1751.0	0	1824.0	0		2	1
1476	1558	Bronkhorst	van	1.0	1.0	Steven	0				1763.0	0	1826.0	0		2	1
1477	1560	Gaymans		1.0	4.0	Arnold Antoni	0				1758.0	0	1831.0	0		2	1
1478	1561	Gaymans		1.0	4.0	Jan	0				1771.0	0	1814.0	0	Overig: op 8 juni 1799 benoemd als griffier van het Departementaal Gerechtshof van de Rijn (Utrecht), dat echter nooit heeft gefunctioneerd.	2	1
1479	1562	Goedhart		1.0	1.0	A.	0					0		0		2	1
1480	1563	Coetzee		1.0	1.0	Adriaan	0					0		0		2	1
1481	1565	Hasselt	van	1.0	4.0	Jan Hendrik	0				1739.0	0	1817.0	0		2	1
1482	1566	Heeckeren	van	3.0	1.0	Evert Frederik	1		Driebergen	Enghuizen	1755.0	0	1831.0	0	Adelspredicaat: 1814/adelstitel: 1819.	2	1
1483	1567	Hoeclum	van	1.0	1.0	Dirk Gerrit	0				1763.0	0	1807.0	0		2	1
1484	1568	Immink		1.0	1.0	Christianus Bernardus	0				1749.0	0	1836.0	0		2	1
1485	1569	Lange		1.0	1.0	Nicolaas	0				1745.0	0	1822.0	0		2	1
1486	1570	Limburg Stirum	van	4.0	1.0	Samuel Johan	1				1754.0	0	1824.0	0	Adelstitel: 1814.	2	1
1487	1571	Ommeren	van	1.0	1.0	Jacob Jan	0				1763.0	0	1819.0	0		2	1
1488	1573	Pallandt tot Zuthem	van	1.0	1.0	Adolf Werner Carel Willem	0				1733.0	0	1813.0	0		2	1
1489	1574	Pallandt	van	3.0	1.0	Jan	1		Walfort		1776.0	0	1844.0	0	Adelspredicaat: 1814/adelstitel: 1818.	2	1
1490	1575	Randwijk	van	1.0	1.0	Godard Adriaan	0				1737.0	0	1812.0	0		2	1
1491	1578	Scheidius		1.0	8.0	Jan Filip	0				1767.0	0	1821.0	0		2	1
1492	1579	Sonsveld de Roller	van	1.0	1.0	D.	0					0		0		2	1
1493	1580	Thomassen		1.0	4.0	Johan Hermanus	0				1752.0	0	1829.0	0		2	1
1494	1581	Tulleken		1.0	1.0	Willem Jan	0				1768.0	0	1814.0	0		2	1
1495	1582	Ver Huell		1.0	1.0	Everhard Alexander	0				1759.0	0	1829.0	0		2	1
1496	1584	Hoen	't	1.0	1.0	Pieter	0					0		0		2	1
1497	1585	Roij	de	1.0	1.0	P.H.	0					0		0		2	1
1498	1586	Chambure	le Pelletier de	1.0	1.0	L.M.	0					0		0		2	1
1499	1587	Pagenstecher		1.0	1.0	Theodorus Johannes Alexander	0					0		0		2	1
1500	1588	Soleil		1.0	1.0	Carel	0				1753.0	0	1835.0	0		2	1
1501	1589	Ram		1.0	4.0	Laurens Elisa	0				1783.0	0	1828.0	0		2	1
1502	1592	Meijer		1.0	4.0	Jonas Daniël	0				1780.0	0	1834.0	0		2	1
1503	1593	Carbasius		1.0	1.0	C.	0					0		0		2	1
1504	1594	Arntsz.		1.0	1.0	Gerrit	0				1743.0	0	1823.0	0		2	1
1505	1595	Bakker		1.0	1.0	Thomas Jacobus	0				1741.0	0	1806.0	0		2	1
1506	1596	Burgers		1.0	1.0	Burgert	0				1749.0	0	1827.0	0		2	1
1507	1597	Bodd		1.0	1.0	Jan	0				1750.0	0	1827.0	0		2	1
1508	1598	Dibbets		1.0	1.0	Peter	0				1747.0	0	1828.0	0		2	1
1509	1599	Hackfort tot Wayestein		3.0	1.0	Olivier Theodorus Petrus Paulus	1				1760.0	0	1795.0	0		2	1
1510	1600	Kraaykamp		1.0	1.0	Christoffel	0				1754.0	0	1805.0	1		2	1
1511	1601	Leenders		1.0	1.0	Derk	0				1744.0	0	1829.0	0		2	1
1512	1602	Pauwen		1.0	1.0	Lambertus	0				1757.0	0	1844.0	0		2	1
1513	1603	Roes		1.0	1.0	Gradus	0					0		0		2	1
1514	1604	Rijnders		1.0	1.0	Wouter	0				1760.0	0	1833.0	0		2	1
1515	1605	Tricht	van	1.0	1.0	Jan	0				1773.0	0	1830.0	0		2	1
1516	1606	Bor		1.0	1.0	Johannes	0				1741.0	0	1810.0	0		2	1
1517	1607	Brands		1.0	1.0	Johannes	0					0	1804.0	0		2	1
1518	1608	Haas	de	1.0	1.0	Willem	0				1771.0	0	1836.0	0		2	1
1519	1609	Heuvel genaamd Bartolotti	van den	1.0	1.0	Jan Baptist	0		Blijwerven			0		0		2	1
1520	1610	Repelius		1.0	1.0	Franciscus Hermannus	0				1765.0	0	1838.0	0		2	1
1521	1611	Verbrug		1.0	1.0	Aart	0				1772.0	0	1846.0	0		2	1
1522	1612	Versendaal	van	1.0	1.0	Gobel	0				1753.0	0	1848.0	0		2	1
1523	1613	Vorster		1.0	1.0	Aris	0				1735.0	0		0		2	1
1524	1614	Westrenen	van	1.0	1.0	Cornelius	0				1735.0	0	1804.0	0		2	1
1525	1615	Wijck	van	1.0	1.0	Cornelis	0				1743.0	0		0		2	1
1526	1616	Biesen	van den	1.0	1.0	Peter	0				1745.0	0	1821.0	0		2	1
1527	1617	Everdingen	van	1.0	1.0	Jan Margriet Franciscus	0				1756.0	0	1828.0	0		2	1
1528	1618	Horst	van der	1.0	1.0	Philip Willem	0				1729.0	0	1814.0	1		2	1
1529	1619	Meijer		1.0	1.0	Hendrik Josephus	0					0		0		2	1
1530	1620	Murman		1.0	1.0	Hendrik	0				1743.0	0	1815.0	0		2	1
1531	1621	Sloot		1.0	4.0	Augustus Johannes	0				1749.0	0	1815.0	0		2	1
1532	1622	Hurwenen	van	1.0	1.0	Wouter	0				1756.0	0	1828.0	0		2	1
1533	1623	Festen		1.0	1.0	Jan	0				1756.0	0		0		2	1
1534	1624	Gemert	van	1.0	1.0	Anthony	0				1739.0	0	1805.0	0		2	1
1535	1625	Groen	de	1.0	1.0	Joseph	0					0		0		2	1
1536	1626	Heumen	van	1.0	1.0	Peter	0					0		0		2	1
1537	1627	Nickels		1.0	1.0	Jan	0					0		0		2	1
1538	1628	Schouten		1.0	1.0	Alardus	0				1754.0	0	1831.0	0		2	1
1539	1629	Steenbruggen		1.0	1.0	Jan	0				1753.0	0	1822.0	0		2	1
1540	1630	Story		1.0	1.0	Willem	0					0		0		2	1
1541	1631	Hövell		1.0	4.0	Johannes Nepomucenus	0					0	1811.0	1		2	1
1542	1632	Roemaat		1.0	1.0	Gerrit	0				1762.0	0	1841.0	0		2	1
1543	1633	Som		1.0	1.0	Gerrit Otto	0				1763.0	0	1826.0	0		2	1
1544	1634	Roelofsen		1.0	1.0	Willem	0				1753.0	0	1829.0	0		2	1
1545	1635	Teunissen		1.0	1.0	Arend	0				1747.0	1	1821.0	0		2	1
1546	1636	Berentsen		1.0	1.0	Gerrit Willem	0				1736.0	1	1808.0	0		2	1
1547	1637	Brands		1.0	1.0	Theodorus	0				1754.0	0	1826.0	0		2	1
1548	1638	Janssen		1.0	1.0	Arend	0				1755.0	0	1843.0	0		2	1
1549	1639	Busch		1.0	1.0	Hendrik	0					0	1804.0	0		2	1
1550	1640	Janssen		1.0	1.0	Gradus	0				1765.0	0	1847.0	0		2	1
1551	1641	Nijhof	van	1.0	1.0	Theodorus	0				1762.0	0	1838.0	0		2	1
1552	1642	Vleming		1.0	1.0	Jan	0				1744.0	0	1820.0	0		2	1
1553	1643	Coenders		1.0	1.0	Willem	0					0		0		2	1
1554	1644	Kets		1.0	1.0	Hendrik	0				1769.0	0	1802.0	0		2	1
1555	1645	Versteeg		1.0	1.0	Jan	0					0		0		2	1
1556	1646	Wentink		1.0	1.0	Lambertus	0				1755.0	0	1810.0	0		2	1
1557	1647	Wyers		1.0	1.0	Hendrik	0				1755.0	0	1811.0	0		2	1
1558	1648	Engelen		1.0	1.0	Peter	0				1739.0	0	1802.0	0		2	1
1559	1649	Schultze		1.0	1.0	Casper Wijnold	0				1735.0	0	1810.0	0		2	1
1560	1650	Wennink		1.0	1.0	Jan Evert	0				1738.0	0	1828.0	0		2	1
1561	1651	Addink		1.0	1.0	Hermannus	0				1764.0	0	1843.0	0		2	1
1562	1652	Breukink		1.0	1.0	Garret	0				1766.0	0	1841.0	0		2	1
1563	1653	Gordinon de Gouberville		1.0	1.0	Arend	0				1763.0	0	1827.0	0		2	1
1564	1654	Hulshof		1.0	1.0	Hendrik	0				1773.0	0		0		2	1
1565	1655	Gerritsen		1.0	1.0	G.J.	0					0		0		2	1
1566	1656	Kelderman		1.0	1.0	Jan Hendrik	0				1757.0	0	1814.0	0		2	1
1567	1657	Nieuwenhuis		1.0	1.0	Jan	0				1744.0	0	1824.0	0		2	1
1568	1658	Stirum	van	1.0	1.0	F.	0					0		0		2	1
1569	1659	Brink		1.0	1.0	Gerrit	0					0	1847.0	0		2	1
1570	1660	Brink	van den	1.0	1.0	Jan	0				1761.0	0	1811.0	0		2	1
1571	1661	Gerritsen		1.0	1.0	Egbert	0				1755.0	0	1830.0	0		2	1
1572	1662	Maandag		1.0	1.0	Andries	0				1755.0	0	1830.0	0		2	1
1573	1663	Elshof		1.0	1.0	Lambert	0				1755.0	0	1805.0	0		2	1
1574	1664	Mellink		1.0	1.0	Lambertus	0				1743.0	0	1809.0	0		2	1
1575	1665	Roelofsen		1.0	1.0	Antonius Bernardus	0				1740.0	0	1801.0	0		2	1
1576	1666	Strooman		1.0	1.0	Hermanus	0				1748.0	0	1818.0	0		2	1
1577	1667	Decanie		1.0	1.0	Jan	0				1757.0	0	1830.0	0		2	1
1578	1668	Gué	le	1.0	1.0	Jean Constantin	0					0		0		2	1
1579	1669	Meijerink		1.0	1.0	Evert Jan	0				1733.0	0	1808.0	0		2	1
1580	1670	Mulder		1.0	1.0	Willem	0				1745.0	1	1825.0	0		2	1
1581	1671	Schothorst		1.0	1.0	Jan Derk	0				1755.0	1		0		2	1
1582	1672	Stakebrand		1.0	1.0	Willem	0				1735.0	1	1806.0	1		2	1
1583	1673	Ebbink		1.0	1.0	Derk	0				1743.0	0		0		2	1
1584	1674	Hasewinkel		1.0	1.0	Gerrit	0				1747.0	0	1830.0	0		2	1
1585	1675	Lysen		1.0	1.0	Adrianus	0				1769.0	0	1838.0	0		2	1
1586	1676	Meyling		1.0	1.0		0				1745.0	0	1818.0	0		2	1
1587	1677	Meulen	ter	1.0	1.0	Albert	0				1766.0	0	1819.0	0		2	1
1588	1678	Spithold		1.0	1.0	Hendrik Jan	0				1741.0	0	1817.0	1		2	1
1589	1679	Beunk		1.0	1.0	Evert	0				1766.0	0	1832.0	0		2	1
1590	1680	Braakman		1.0	1.0	Albert	0				1751.0	0	1836.0	0		2	1
1591	1681	Buenk		1.0	1.0	F.	0					0		0		2	1
1592	1682	Mey	van der	1.0	1.0	Jan (Willem)	0				1760.0	0	1835.0	0		2	1
1593	1683	Pessink		1.0	1.0	Teunis	0				1748.0	1	1828.0	0		2	1
1594	1684	Gudde		1.0	1.0	Alewijn	0				1736.0	1	1809.0	0		2	1
1595	1685	Muller		1.0	1.0	D.	0					0		0		2	1
1596	1686	Vink		1.0	1.0	Jan	0				1743.0	0		0		2	1
1597	1687	Lengbergen		1.0	1.0	J.J.	0					0		0		2	1
1598	1688	Plankman		1.0	1.0	Jan	0				1751.0	0	1817.0	0		2	1
1599	1689	Winters		1.0	1.0	Hendrik	0				1752.0	0	1824.0	0		2	1
1600	1690	Deurvorst		1.0	1.0	Jan Hendrik	0				1749.0	0	1833.0	0		2	1
1601	1691	Holtwijk		1.0	1.0	Derk	0				1754.0	0	1839.0	0		2	1
1602	1692	Renssen		1.0	1.0	Michiel	0				1755.0	0	1837.0	0		2	1
1603	1693	Heesen		1.0	1.0	Fredrik	0				1731.0	1	1804.0	0		2	1
1604	1694	Holten	van	1.0	1.0	Gerrit	0				1761.0	0	1800.0	0		2	1
1605	1695	Welscher	te	1.0	1.0	H.	0					0		0		2	1
1606	1696	Borggreven		1.0	1.0	Willem	0				1737.0	0	1823.0	0		2	1
1607	1697	Massop		1.0	1.0	Willem	0				1762.0	0	1821.0	0		2	1
1608	1698	Pierik		1.0	1.0	Johannes	0				1761.0	0	1828.0	0		2	1
1609	1699	Welscher	te	1.0	1.0	S.T.	0				1771.0	0		0		2	1
1610	1700	Welscher	te	1.0	1.0	Johan Willem	0				1747.0	0	1821.0	0		2	1
1611	1701	Leuke	ter	1.0	1.0	Jan	0					0	1802.0	1		2	1
1612	1702	Bekking		1.0	1.0	Derk Willem	0				1751.0	0	1819.0	0		2	1
1613	1703	Bekking		1.0	1.0	Herman	0				1751.0	0	1819.0	0		2	1
1614	1704	Hesselink		1.0	1.0	Hendrik	0				1739.0	0	1817.0	0		2	1
1615	1705	Praastering		1.0	1.0	Jan Martijn	0				1743.0	0	1818.0	0		2	1
1616	1706	Smetink		1.0	1.0	Jan	0					0		0		2	1
1617	1707	Hasz	van	1.0	1.0	Jan	0					0		0		2	1
1618	1708	Schneider		1.0	1.0	Frederik	0					0		0		2	1
1619	1709	Scholten		1.0	1.0	Teunis	0				1737.0	0	1815.0	0		2	1
1620	1710	Stokkink		1.0	1.0	Hendrik Jan	0				1749.0	0	1813.0	0		2	1
1621	1711	Blumink		1.0	1.0	Jan	0					0	1810.0	0		2	1
1622	1712	Grothe		1.0	4.0	Jacob Engelbert Tieleman	0				1753.0	0	1811.0	0		2	1
1623	1713	Hesselink		1.0	1.0	Berend	0				1734.0	0	1812.0	0		2	1
1624	1714	Garritsen		1.0	1.0	G. Hendrik	0				1747.0	0	1823.0	0		2	1
1625	1715	Huinink		1.0	1.0	Jan Isaak	0				1739.0	0	1822.0	0		2	1
1626	1716	Schoemaker		1.0	1.0	Abraham	0				1740.0	0	1803.0	0		2	1
1627	1718	Pelkwijk	ter	1.0	1.0	Hermanus	0				1736.0	0	1806.0	0		2	1
1628	1719	Boland		1.0	1.0	Johan Arnoldus	0				1774.0	0		0		2	1
1629	1720	Jagering		1.0	1.0	Gerhard	0				1761.0	0	1825.0	0		2	1
1630	1721	Danckers		1.0	1.0	Gerardus Nicolaas	0				1737.0	0	1800.0	0		2	1
1631	1722	Lambergh		1.0	4.0	Ludolph Johannes	0				1741.0	0	1815.0	0		2	1
1632	1723	Meulen	ter	1.0	4.0	Gerhardus	0				1760.0	0	1841.0	0		2	1
1633	1724	Pott		1.0	1.0	Diederik Frederik	0				1768.0	0	1823.0	0		2	1
1634	1725	Hoffman		1.0	1.0	Jan Hendrik	0				1762.0	0	1830.0	0		2	1
1635	1726	Lammering		1.0	1.0	Jacob	0					0		0		2	1
1636	1727	Schoote	te	1.0	1.0	J.B.	0				1774.0	0	1814.0	0		2	1
1637	1728	Valkenburg		1.0	1.0	Engbert	0				1759.0	1	1811.0	0		2	1
1638	1729	Cate	ten	1.0	1.0	Daniel	0				1763.0	0	1797.0	0		2	1
1639	1730	Cate	ten	1.0	1.0	Ludolf	0				1746.0	0	1800.0	0		2	1
1640	1731	Cobus		1.0	1.0	Gerrit Jan	0				1754.0	0	1809.0	0		2	1
1641	1732	Revius		1.0	1.0	Hendrik Joost	0				1735.0	0	1817.0	0		2	1
1642	1733	Cate	ten	1.0	1.0	Christoffel	0				1746.0	0	1836.0	0		2	1
1643	1734	Cate	ten	1.0	1.0	Gerrit	0				1761.0	0	1833.0	0		2	1
1644	1735	Hoopen	ten	1.0	1.0	Jan	0				1751.0	0	1812.0	0		2	1
1645	1736	Broeke	ten	1.0	1.0	Gerrit Jan	0				1759.0	0	1807.0	0		2	1
1646	1737	Harmsen		1.0	1.0	Jan	0					0		0		2	1
1647	1738	"Oosterbroek

Oosterbroek"		1.0	1.0	Hermanus	0				1746.0	0	1819.0	0		2	1
1648	1739	Broeke	ten	1.0	1.0	Berend	0				1742.0	0	1828.0	0		2	1
1649	1740	Drasel		1.0	1.0	Jan	0				1750.0	0	1829.0	0		2	1
1650	1741	Tommeler		1.0	1.0	Hendrik	0				1739.0	0	1820.0	0		2	1
1651	1742	Weggelhorst		1.0	1.0	Derk	0				1751.0	0	1814.0	0		2	1
1652	1743	Zweverink		1.0	1.0	Gerrit Jan	0				1742.0	0	1816.0	0		2	1
1653	1744	Huinink	ten Bokkel	1.0	1.0	Salomon	0				1768.0	0	1826.0	0		2	1
1654	1745	Keppel tot de Woolbeek	van	1.0	1.0	Johan Rabo	0		Woolbeek		1733.0	0	1802.0	0		2	1
1655	1746	Levenkamp		1.0	1.0	Jan	0				1744.0	0	1820.0	0		2	1
1656	1747	Bekman		1.0	1.0	Hendrik	0					0	1798.0	0		2	1
1657	1748	Meuleman		1.0	1.0	Jan	0				1743.0	0	1827.0	0		2	1
1658	1749	Schoonhagen		1.0	1.0	Gerrit Jan	0				1750.0	0	1825.0	0		2	1
1659	1750	Aard	ter	1.0	1.0	Egbert	0					0		0		2	1
1660	1751	Brakers		1.0	1.0	Gerrit	0					0		0		2	1
1661	1752	Hagens		1.0	1.0	Derk	0				1754.0	1	1827.0	0		2	1
1662	1753	Hagens		1.0	1.0	Jan	0				1749.0	0	1831.0	0		2	1
1663	1754	Kornegoor		1.0	1.0	Jan	0					0		0		2	1
1664	1755	Laarberg		1.0	1.0	Jan Willem	0				1740.0	0	1826.0	0		2	1
1665	1756	Bannink		1.0	1.0	Derk	0				1730.0	0	1813.0	0		2	1
1666	1757	Bannink		1.0	1.0	Hendrik	0				1759.0	0	1840.0	0		2	1
1667	1758	Geershuis	ten	1.0	1.0	Arend	0				1751.0	0	1807.0	0		2	1
1668	1759	Hietbrink		1.0	1.0	Teunis	0				1757.0	0	1840.0	0		2	1
1669	1760	Wyertman		1.0	1.0	Derk Jan	0				1756.0	0	1814.0	0		2	1
1670	1761	Adrianussen		1.0	1.0	Jan	0				1774.0	1		0		2	1
1671	1762	Aken	van	1.0	1.0	Bastiaan	0				1755.0	0	1826.0	0		2	1
1672	1763	Alpherts		1.0	1.0	Berend	0				1748.0	0	1813.0	0		2	1
1673	1764	Ammon		1.0	4.0	Johan Frederik	0				1759.0	0	1803.0	0		2	1
1674	1765	Ardesch		1.0	4.0	Engelbert George	0				1769.0	0	1849.0	0		2	1
1675	1766	Arnhem	van	1.0	1.0	Zeger	0				1757.0	0	1860.0	0		2	1
1676	1767	Avelingh		1.0	1.0	Coenraad	0				1722.0	0	1806.0	0		2	1
1677	1768	Backhuis		1.0	1.0	Lambert	0				1750.0	0	1822.0	0		2	1
1678	1769	Bakker		1.0	1.0	Johannes	0				1766.0	0	1810.0	0		2	1
1679	1770	Bosch	van den	1.0	3.0	Huibert	0				1770.0	0	1848.0	0		2	1
